3451678936120034	3451678718602965	2012-05-31 09:30:49.0	0.0	[衰][衰][衰]
3451679179113876	3451678718602965	2012-05-31 09:31:48.0	0.0	转发微博
3451679712101670	3451678718602965	2012-05-31 09:33:55.0	0.0	[衰]
3451679808575305	3451678718602965	2012-05-31 09:34:18.0	-1.0	介消息准吗?是真的最好了!
3451679855210261	3451678718602965	2012-05-31 09:34:29.0	0.0	这是在为六一做准备么，保证宝宝们的安全！
3451679908955816	3451678718602965	2012-05-31 09:34:42.0	0.0	又是为老百姓制定的...
3451680496472600	3451678718602965	2012-05-31 09:37:02.0	-1.0	是真的吗？小新为上，开车的朋友注意了
3451681474252548	3451678718602965	2012-05-31 09:40:56.0	-1.0	假的吧！
3451681578650921	3451678718602965	2012-05-31 09:41:20.0	0.0	 @那条路那盏灯
3451683013222805	3451678718602965	2012-05-31 09:47:01.0	-1.0	真的假的呀？没看到什么官方的发布啊
3451684133433235	3451678718602965	2012-05-31 09:51:29.0	-1.0	半年前编这条儿的几个人都抓了，您老人家不看新闻啊？
3451684527118696	3451678718602965	2012-05-31 09:53:03.0	0.0	擦~~@曹泊航
3451684573258245	3451678718602965	2012-05-31 09:53:14.0	0.0	不是吧
3451684937890465	3451678718602965	2012-05-31 09:54:41.0	-1.0	是高清无码的么？
3451687475561811	3451678718602965	2012-05-31 10:04:46.0	0.0	哇 六一节 大家不要喝酒哦 ~~
3451689963379000	3451678718602965	2012-05-31 10:14:39.0	-1.0	真的吗?可得小心了，千万不要闯黄灯了，那我坐副驾也要系安全带了。
3451693264462501	3451678718602965	2012-05-31 10:27:46.0	0.0	开车的朋友注意了[酷]
3451693910011805	3451678718602965	2012-05-31 10:30:19.0	0.0	谁有高清探头的位置分布图！
3451702956658456	3451678718602965	2012-05-31 11:06:16.0	0.0	大家小心@张松CGB @九斤他老爹 @张海峰V @俺家那谁 
3451707017231582	3451678718602965	2012-05-31 11:22:23.0	0.0	你怎么不让司机去死呢！！！更痛快
3451708279709140	3451678718602965	2012-05-31 11:27:25.0	-1.0	这条谣言被辟谣都快2年了，这企业官方微博能干点正经人事吗？鼓励大家遵守交规也用点正当方式好吧？
3451711370983027	3451678718602965	2012-05-31 11:39:41.0	0.0	走路吧!
3451713283718615	3451678718602965	2012-05-31 11:47:18.0	0.0	先把撞死人的事情查查清楚吧
3451731910704593	3451678718602965	2012-05-31 13:01:21.0	0.0	 @马小远会武术 @史黛西小小 @潘潘Pamela @xxCHENxx @daysman @路小托
3451732484899755	3451678718602965	2012-05-31 13:03:38.0	-1.0	回复@迷路的Akina:那我工资还不够我闯黄灯的呢
3451733013805376	3451678718602965	2012-05-31 13:05:41.0	0.0	又开始创收喽。。//@陈宇1127: //@vela_珊://@小白吃猪脸: //@异数凝渊:。。。。。。。。。
3451734837753664	3451678718602965	2012-05-31 13:12:59.0	0.0	JC为了挣钱不顾一切了！价码还是挺清晰的//@孙鸥: 真假… //@小欠孩儿爱蓝胖子:真的假的啊 //@Sk8er-boi-zhuang:+1//@dai_雨熹:真的假的？？！！这也太恐怖了！！//@ybb526: @赵小喵-柔软的理性 @任悦y @dai_雨熹
3451736876280063	3451678718602965	2012-05-31 13:21:04.0	0.0	刚刚百度了一下，似乎是假新闻//@中国段誉: 果真的话，确实有点强。天津曾经有个女性公安局长，非常讨厌卖淫嫖娼，然后定了个规矩，只要抓到，拘留半年，无话可讲。
3451740927892419	3451678718602965	2012-05-31 13:37:10.0	-1.0	真的假的啊 ？//@闻香识女人8079: 要牢记！ //@张馨予1239:必须注意了
3451745302431636	3451678718602965	2012-05-31 13:54:34.0	0.0	@孙亮亮0303 自己看看吧
3451745885464220	3451678718602965	2012-05-31 13:56:52.0	0.0	回复@人一男:逼死我算了。
3451746246189402	3451678718602965	2012-05-31 13:58:19.0	-1.0	回复@人一男:“副驾驶不系安全带相同处罚”，是指罚谁？。。。
3451746736680795	3451678718602965	2012-05-31 14:00:14.0	-1.0	回复@孙亮亮0303:蓝田瑕玉：这条谣言被辟谣都快2年了，这企业官方微博能干点正经人事吗？鼓励大家遵守交规也用点正当方式好吧？ (今天 11:27)
3451746753458923	3451678718602965	2012-05-31 14:00:20.0	0.0	回复@孙亮亮0303:当然是车主了
3451746925739828	3451678718602965	2012-05-31 14:01:00.0	0.0	回复@人一男:观望中。。。
3451747475216316	3451678718602965	2012-05-31 14:03:11.0	0.0	回复@孙亮亮0303:可能真是假的，同样的话 一字不变的出现在了很多不同时间段的新闻里。无聊啊～～～
3451747978553383	3451678718602965	2012-05-31 14:05:11.0	1.0	全市高清探头启用，拍摄打电话、副驾驶不系安全带等违法行为。近日，这样一条信息通过短信、微博在市民中传播，不少司机惊叹于高清探头的威力。昨日，交管部门表示，交管部门从未发过此类信息，但是对于违法行为一直在严格查处。//@正在修炼中-勿扰: 求证实~@一场轮回一次燃烧
3451759919387300	3451678718602965	2012-05-31 14:52:38.0	0.0	[黑线]
3451777842401480	3451678718602965	2012-05-31 16:03:49.0	-1.0	扩散提醒！
3451788206190695	3451678718602965	2012-05-31 16:45:02.0	0.0	搜不鸟啊~~搜不鸟~~真是不给我这种不爱系安全带的人活路~~还好我不常坐副驾~~[挖鼻屎]
3451856464321186	3451678718602965	2012-05-31 21:16:16.0	-0.625	貌似前段时间很多地方都是这么说的这么传的 有待考证。不过 我们确实享受着全球最多的电子眼监视！
3451883899442113	3451678718602965	2012-05-31 23:05:17.0	0.0	科学又进步了。
3451916384066140	3451678718602965	2012-06-01 01:14:22.0	1.0	疯了，以后可咋整[失望] //@谢丹贼拉拉的爱你: 我渠！你们够狠！
3452054523800169	3451678718602965	2012-06-01 10:23:17.0	0.0	在澳洲，别说副驾驶了，就算是后排座，或者小宝宝都要系安全带！每人次3分，如果车上4个人都没带安全带，那直接就吊销驾照了。
3452054968236728	3451678718602965	2012-06-01 10:25:03.0	1.0	墙裂支持罚越线停车~ 上次追尾就是我前面那车半个车身在斑马线上了一个急刹，我还全责╮(╯_╰)╭
3452058579576972	3451678718602965	2012-06-01 10:39:24.0	-1.0	交管局已经辟谣了！无须紧张！
3452533110392873	3451678718602965	2012-06-02 18:05:01.0	0.0	 @美团北京
3453007347348637	3451678718602965	2012-06-04 01:29:28.0	-1.0	还能白痴点吗？嘀嗒招这样的微博管理人员也够口了，哪辈子的假新闻了，还有脸在这发布！赶紧回家喂奶去吧……
3453118475490260	3451678718602965	2012-06-04 08:51:02.0	-1.0	又开始不过脑子的转发，这消息2会前就出来过，假的。 
3453121298671481	3451678718602965	2012-06-04 09:02:16.0	-1.0	这条假消息从去年底就开始传，先是北京，后上海。。。现在又回北京。@嘀嗒团北京，你们好好挣钱别瞎传谣好不好？即便这是真的，只要符合法规，罚的没道理么？
3453251330236565	3451678718602965	2012-06-04 17:38:58.0	0.0	[衰] //@aya621:  @华清星星 @老伍在此 @于华军hjyu @xiaodi007 @
3460916375091532	3460916169520156	2012-06-25 21:17:07.0	-1.0	还有什么东西是可以吃的吗？
3460916819872389	3460916169520156	2012-06-25 21:18:51.0	-1.0	成本甘高 有可能乜?
3460916874075077	3460916169520156	2012-06-25 21:19:05.0	0.0	不要乱传啦，电视新闻都讲左呢D系呃人，发黎托啊，制造混乱
3460917033840282	3460916169520156	2012-06-25 21:19:44.0	0.0	详情请去果壳吧..里面做了很详细的实验
3460917369477548	3460916169520156	2012-06-25 21:21:04.0	-1.0	早已辟谣，唔该你唔好乱发....
3460917910068174	3460916169520156	2012-06-25 21:23:13.0	-0.5	西瓜打针会烂,并且是很难打进西瓜的,所谓的针口是西瓜的筋,是西瓜成长不好才出现的。新闻讲过了,上网查查,不要人云亦云
3460917939798967	3460916169520156	2012-06-25 21:23:18.0	-1.0	你有无睇新闻噶?一早就辟谣啦..果断取消关注
3460918074053326	3460916169520156	2012-06-25 21:23:49.0	1.0	[怒]
3460918392536594	3460916169520156	2012-06-25 21:25:07.0	1.0	[怒]//@端砚名师钟创荣: [怒]
3460918400928315	3460916169520156	2012-06-25 21:25:11.0	0.0	我讨厌西瓜。
3460918824784299	3460916169520156	2012-06-25 21:26:51.0	0.0	[泪]我顶打针西瓜！都糸吃又白又吾甜果的！
3460920229595610	3460916169520156	2012-06-25 21:32:26.0	1.0	中国人真那么毒，自己人毒自己人[怒][怒][怒]
3460928076864255	3460916169520156	2012-06-25 22:03:37.0	0.0	流料！
3460928483913593	3460916169520156	2012-06-25 22:05:11.0	0.0	辟謠好耐啦，吾該吾好亂發啦！
3460931646779703	3460916169520156	2012-06-25 22:17:47.0	0.5	擦，不是很早之前就有辟谣了么，还有人信啊
3460939435462128	3460916169520156	2012-06-25 22:48:44.0	0.0	可能性不大呵，
3461118959816234	3460916169520156	2012-06-26 10:42:07.0	1.0	可怕//@Aragorn的情人: @6SueYoung @gfeying @fr若儒
3461135779011775	3460916169520156	2012-06-26 11:48:57.0	-0.5	记得曾有专家讲过，西瓜係打唔入水嘅，一入水就会烂。不过唔知个专家信唔信得过。
3461169237196067	3460916169520156	2012-06-26 14:01:54.0	0.0	就是！~处理得好~！
3461169589560279	3460916169520156	2012-06-26 14:03:18.0	0.0	系咯~！成日发流野~！处理得好啊~！
3461230218184644	3460916169520156	2012-06-26 18:04:13.0	0.0	原来哩D就系打过针噶西瓜呀，我好似曾经上过当呀。。。哎呀，真系黑心老板啊
3466019777295909	3466019504935479	2012-07-09 23:16:13.0	0.0	这个尿点也太高了....
3466020247717636	3466019504935479	2012-07-09 23:18:05.0	0.0	这个绝对是假消息。。。。
3466020309873255	3466019504935479	2012-07-09 23:18:17.0	-1.0	请问 淘宝把实体商品剥离出去后 还剩下啥东西了？？
3466021115228969	3466019504935479	2012-07-09 23:21:32.0	-1.0	不太可能吧？
3466021296388734	3466019504935479	2012-07-09 23:22:15.0	0.0	回复@赵楠100:实体商品全部通过天猫，也就是说！物美价廉再也找不到了！天猫可都是接近原价的货啊亲
